title,author,link,poem,audio
QUARTIER LIBRE,Jacques PRÉVERT,https://wheatoncollege.edu/vive-voix/titres//quartier-libre/,"J’ai mis mon képi dans la cage
et je suis sorti avec l’oiseau sur la tête
Alors
on ne salue plus
a demandé le commandant
Non
on ne salue plus
a répondu l’oiseau
Ah bon
excusez moi je croyais qu’on saluait
a dit le commandant
Vous êtes tout excusé tout le monde peut se tromper
a dit l’oiseau.
dit par Serge REGGIANI
Jacques PRÉVERT (Paroles, 1945)
©1972 Editions Gallimard
",https://wheatoncollege.edu/wp-content/uploads/2012/05/quartierlibre.mp3
"Le Rat de ville, et le rat des champs",Jean de LA FONTAINE,https://wheatoncollege.edu/vive-voix/titres//le-rat-de-ville-le-rat-des-champs/,"Autrefois le rat de ville
Invita le rat des champs,
D’une façon fort civile,
A des reliefs d’ortolans.
Sur un tapis de Turquie
Le couvert se trouva mis.
Je laisse à penser la vie
Que firent ces deux amis.
Le régal fut fort honnête,
Rien ne manquait au festin ;
Mais quelqu’un troubla la fête
Pendant qu’ils étaient en train.
A la porte de la salle
Ils entendirent du bruit
Le rat de ville détale;
Son camarade le suit.
Le bruit cesse, on se retire :
Rats en campagne aussitôt ;
Et le citadin de dire :
« Achevons tout notre rôt.
— C’est assez, dit le rustique ;
Demain vous viendrez chez moi.
Ce n’est pas que je me pique
De tous vos festins de roi ;
Mais rien ne vient m’interrompre :
Je mange tout à loisir.
Adieu donc, fi du plaisir
Que la crainte peut corrompre ! »
dit par Olivia BAUDOIN
Jean de LA FONTAINE (Les Fables, 1668-1678)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/ratdeville.mp3
Recueillement,Charles BAUDELAIRE,https://wheatoncollege.edu/vive-voix/titres//recueillement/,"Sois sage, ô ma Douleur, et tiens-toi plus tranquille.
Tu réclamais le Soir ; il descend ; le voici :
Une atmosphère obscure enveloppe la ville,
Aux uns portant la paix, aux autres le souci.
Pendant que des mortels la multitude vile,
Sous le fouet du Plaisir, ce bourreau sans merci,
Va cueillir des remords dans la fête servile,
Ma Douleur, donne-moi la main ; viens par ici,
Loin d’eux. Vois se pencher les défuntes Années,
Sur les balcons du ciel, en robes surannées ;
Surgir du fond des eaux le Regret souriant ;
Le Soleil moribond s’endormir sous une arche,
Et, comme un long linceul traînant à l’Orient,
Entends, ma chère, entends la douce Nuit qui marche.
dit par Pierre BLANCHAR
Charles BAUDELAIRE (Les Fleurs du mal, 1857)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/recueillement.mp3
Les Regrets,Anna DE NOAILLES,https://wheatoncollege.edu/vive-voix/titres//les-regrets/,"Allez, je veux rester seule avec les tombeaux :
— Les morts sont sous la terre et le matin est beau,
L’air a l’odeur de l’eau, de l’herbe, du feuillage,
Les morts sont dans la mort pour le reste de l’âge…
Un jour, mon corps dansant sera semblable à eux,
J’aurai l’air de leur front, le vide de leurs yeux,
J’accomplirai cet acte unique et solitaire,
Moi qui n’ai pas dormi seule, aux jours de la terre !
— Tout ce qui doit mourir, tout ce qui doit cesser,
La bouche, le regard, le désir, le baiser !
Etre la chose d’ombre et l’être de silence
Tandis que le printemps vert et vermeil s’élance
Et monte trempé d’or, de sève et de moiteur !
Avoir eu comme moi le coeur si doux, le coeur
Plein de plaisir, d’espoir, de rêve, et de mollesse
Et ne plus s’attendrir de ce que l’aube cesse ;
Etre au fond du repos l’éternité du temps…
— D’autres alors seront vivants, joyeux, contents.
Des hommes marcheront auprès des jeunes filles
Ils verront des labours, des moissons, des faucilles,
La couleur délicate et changeante des mois.
Moi, je ne verrai plus, je serai morte, moi,
Je ne saurai plus rien de la douceur de vivre…
Mais ceux-là qui liront les pages de mon livre,
Sachant ce que mon âme et mes yeux ont été,
Vers mon ombre riante et pleine de, clarté
Viendront, le coeur blessé de langueur et d’envie,
Car ma cendre sera plus chaude que leur vie…
dit par Madeleine RENAUD
Anna DE NOAILLES (L’ombre des jours, 1902)
",https://wheatoncollege.edu/wp-content/uploads/2012/05/regrets.mp3
Le Relais,Gérard DE NERVAL,https://wheatoncollege.edu/vive-voix/titres//le-relais/,"En voyage, on s’arrête, on descend de voiture ;
Puis entre deux maisons on passe à l’aventure,
Des chevaux, de la route et des fouets étourdi,
L’oeil fatigué de voir et le corps engourdi.
Et voici tout à coup, silencieuse et verte,
Une vallée humide et de lilas couverte,
Un ruisseau qui murmure entre les peupliers, —
Et la route et le bruit sont bien vite oubliés !
On se couche dans l’herbe et l’on s’écoute vivre,
De l’odeur du foin vert à loisir on s’enivre,
Et sans penser à rien on regarde les cieux…
Hélas ! une voix crie: « En voiture, messieurs ! »
dit par Robert MANUEL
Gérard DE NERVAL (Petits châteaux de Bohème, 1853)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/relais.mp3
Le Renard et la cigogne,Jean de LA FONTAINE,https://wheatoncollege.edu/vive-voix/titres//le-renard-la-cigogne/,"Compère le renard se mit un jour en frais,
Et retint à dîner commère la Cigogne.
Le régal fut petit et sans beaucoup d’apprêts ;
Le galand, pour toute besogne,
Avait un brouet clair (il vivait chichement).
Ce brouet fut par lui servi sur une assiette :
La cigogne au long bec n’en put attraper miette,
Et le drôle eut lapé le tout en un moment.
Pour se venger de cette tromperie,
A quelque temps de là, la cigogne le prie.
« Volontiers, lui dit-il, car avec mes amis
Je ne fais point cérémonie. »
A l’heure dite, il courut au logis
De la cigogne son hôtesse,
Loua très fort la politesse,
Trouva le dîner cuit à point.
Bon appétit surtout : renards n’en manquent point.
Il se réjouissait à l’odeur de la viande
Mise en menus morceaux, et qu’il croyait friande.
On servit, pour l’embarrasser,
En un vase à long col et d’étroite embouchure.
Le bec de la cigogne y pouvait bien passer,
Mais le museau du sire était d’autre mesure.
Il lui fallut à jeun retourner au logis,
Honteux comme un renard qu’une poule aurait pris,
Serrant la queue, et portant bas l’oreille.
Trompeurs, c’est pour vous que j’écris :
Attendez-vous à la pareille.
 
\dit par Fernand LEDOUX
dit par Peter MARQUIS
dit par Olivia ANDERSON
 
Jean de LA FONTAINE (Les Fables, 1668-1678)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/renardcigogne.mp3
Le Rhin,Jean MORÉAS,https://wheatoncollege.edu/vive-voix/titres//le-rhin/,"Aux galets le flot se brise
Sous la lune blanche et grise,
O la triste cantilène
Que la bise dans la plaine !
— Elfes couronnés de jonc,
Viendrez-vous danser en rond ?
Hou ! hou ! le héron ricane
Pour faire peur à la cane.
Trap! trap ! le sorcier galope
Sur le bouc et la varlope.
— Elfes couronnés de jonc,
Viendrez-vous danser en rond ?
Au caveau rongé de mousse
L’empereur à barbe rousse,
Le front dans les mains, sommeille ;
Le nain guette la corneille.
— Elfes couronnés de jonc,
Viendrez-vous danser en rond ?
Mais déjà l’aurore émerge,
De rose teignant la berge,
Et s’envolent les chimères
Comme un essaim d’éphémères.
— Elfes couronnés de jonc,
Vous ne dansez plus en rond!
dit par Raymond GÉRÔME
Jean MORÉAS (Les Cantilènes, 1886)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/rhin.mp3
“Rien ne m’effraye plus que la fausse accalmie…”,Jean COCTEAU,https://wheatoncollege.edu/vive-voix/titres//rien-ne-meffraye-la-fausse-accalmie/,"Rien ne m’effraye plus que la fausse accalmie
   d’un visage qui dort ;
Ton rève est une Egypte et toi c’est la momie
   Avec son masque d’or.
Où ton regard va-t-il sous cette riche empreinte
   D’une reine qui meurt,
Lorsque la nuit d’amour t’a défaite et repeinte
   Comme un noir embaumeur ?
Abandonne ô ma reine, ô mon canard sauvage,
   Les siècles et les mers ;
Reviens flotter dessus, regagne ton visage
   Qui s’enfonce à l’envers.
dit par Jean MERCURE
Jean COCTEAU (Plain-chant, 1923)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/riennemeffraye.mp3
Rolla (extrait,Alfred de MUSSET,https://wheatoncollege.edu/vive-voix/titres//rolla-extrait/,"Lorsque le jeune aiglon, voyant partir sa mère,
En la suivant des yeux s’avance au bord du nid,
Qui donc lui dit alors qu’il peut quitter la terre,
Et sauter dans le ciel déployé devant lui ?
Qui donc lui parle bas, l’encourage et l’appelle ?
Il n’a jamais ouvert sa serre ni son aile ;
Il sait qu’il est aiglon ; — le vent passe, il le suit.
dit par Lise DELAMARE
Alfred de MUSSET (Poésies complètes, 1840)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/premiervol.mp3
La Ronde autour du monde,Paul FORT,https://wheatoncollege.edu/vive-voix/titres/https://wheatoncollege.edu/la-ronder-autour-du-monde/,"Si toutes les filles du monde voulaient s’donner la main, tout autour de la mer, elles pourraient faire une ronde.
Si tous les gars du monde voulaient bien êtr’ marins, ils f’raient avec leurs barques un joli pont sur l’onde.
Alors on pourrait faire une ronde autour du monde, si tous les gens du monde voulaient s’ donner la main.
dit par l’auteur
Paul FORT (Ballades françaises, 1922-1958)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/rondeautourdumonde.mp3
Rondeau (Dieu qu’il la fait bon regarder…),Charles D’ORLÉANS,https://wheatoncollege.edu/vive-voix/titres/https://wheatoncollege.edu/rondeau-dieu-quil-la-fait-bon-regarder/,"Dieu qu’il la fait bon regarder
La gracieuse, bonne et belle !
Pour les grans biens qui sont en elle,
Chascun est prest de la louer.
Qui se pourroit d’elle lasser?
Tousjours sa beauté renouvelle.
Dieu qu’il la fait bon regarder,
La gracieuse, bonne et belle !
Par deça ne dela la mer,
Ne sçay dame, ne damoiselle
Qui soit en tous biens parfais telle;
C’est un songe que d’y penser.
Dieu, qu’il la fait bon regarder!
dit par Jean VILAR
Charles D’ORLÉANS
",https://wheatoncollege.edu/wp-content/uploads/2011/01/dieuquillafaitbon.mp3
Rondeau (Le temps a laissé son manteau…),Charles D’ORLÉANS,https://wheatoncollege.edu/vive-voix/titres/https://wheatoncollege.edu/rondeau-le-temps-laiss-son-manteau/,"Le temps a laissié son manteau
De vent, de froidure et de pluye,
Et s’est vestu de brouderie,
De soleil luyant, cler et beau.
Il n’y a beste ne oyseau,
Qu’en son jargon ne chante ou crie ;
Le temps a laissié son manteau
De vent, de froidure et de pluye.
Rivière, fontaine et ruisseau
Portent, en livree jolie,
Gouttes d’argent d’orfaverie,
Chascun s’abille de nouveau:
Le temps a laissié son manteau.
dit par Jean DESAILLY
dit par Yvonne GAUDEAU
Charles D’ORLÉANS
",https://wheatoncollege.edu/wp-content/uploads/2011/01/rondeau.mp3
"Rondeau (Mort, j’appelle de ta rigeur…",François VILLON,https://wheatoncollege.edu/vive-voix/titres//rondeau-mort-jappelle-de-ta-rigeur/,"Mort, j’appelle de ta rigueur
Qui m’as ma maistresse ravie
Et n’es pas encore assouvie
Se tu ne me tiens en langueur,
Oncques puis n’euz force, vigueur,
Mais que te nuysoit elle en vie?
Mort.
Deux estions et n’avions qu’ung cuer,
S’il est mort, force est que devie,
Voire, ou que je vive sans vie
Comme les images, par cuer,
Mort.
dit par Jean DESCHAMPS
Charles D’ORLÉANS
",https://wheatoncollege.edu/wp-content/uploads/2011/01/mortjappelle.mp3
Les Roses de Saadi,Marceline DESBORDES-VALMORE,https://wheatoncollege.edu/vive-voix/titres//les-roses-de-saadi/,"J’ai voulu ce matin te rapporter des roses ;
Mais j’en avais tant pris dans mes ceintures closes
Que les noeuds trop serrés n’ont pu les contenir.
Les noeuds ont éclaté. Les roses envolées
Dans le vent, à la mer s’en sont toutes allées.
Elles ont suivi l’eau pour ne plus revenir.
La vague en a paru rouge et comme enflammée :
Ce soir, ma robe encore en est tout embaumée…
Respires-en sur moi l’odorant souvenir.
dit par Madeleine RENAUD
Marceline DESBORDES-VALMORE (Poésies inédites, 1860)
",https://wheatoncollege.edu/wp-content/uploads/2012/05/rosessaadi.mp3
Rue de Seine,Jacques PRÉVERT,https://wheatoncollege.edu/vive-voix/titres/https://wheatoncollege.edu/rue-de-seine/,"Rue de Seine dix heures et demie
le soir
au coin d’une autre rue
un homme titube… un homme jeune
avec un chapeau
un imperméable
une femme le secoue…
elle le secoue
et elle lui parle
et il secoue la tête
son chapeau est tout de travers
et le chapeau de la femme s’apprête à tomber en arrière
ils sont très pâles tous les deux
l’homme certainement a envie de partir…
de disparaître… de mourir…
mais la femme a une furieuse envie de vivre
et sa voix
sa voix qui chuchote
on ne peut pas ne pas l’entendre
c’est une plainte…
un ordre…
un cri…
tellement avide cette voix…
et triste
et vivante…
un nouveau né malade qui grelotte sur une tombe
dans un cimetière l’hiver…
le cri d’un être les doigts pris dans la portière…
une chanson
une phrase
toujours la même
une phrase
répétée…
sans arrêt
sans réponse…
l’homme la regarde ses yeux tournent
il fait des gestes avec les bras
comme un noyé
et la phrase revient
rue de Seine au coin d’une autre rue
la femme continue
sans se lasser…
continue sa question inquiète
plaie impossible à panser
Pierre dis-moi la vérité
Pierre dis-moi la vérité
je veux tout savoir
dis-moi la vérité…
le chapeau de la femme tombe
Pierre je veux tout savoir
dis-moi la vérité…
question stupide et grandiose
Pierre ne sait que répondre
il est perdu
celui qui s’appelle Pierre…
il a un sourire que peut-être il voudrait tendre
et répète
Voyons calme toi tu es folle
mais il ne croit pas si bien dire
mais il ne voit pas
il ne peut pas voir comment
sa bouche d’homme est tordue par son sourire…
il étouffe
le monde se couche sur lui
et l’étouffe
il est prisonnier
coincé par ses promesses…
on lui demande des comptes…
en face de lui…
une machine à compter
une machine à écrire des lettres d’amour
une machine à souffrir
le saisit…
s’accroche à lui…
Pierre dis-moi la vérité
dit par Serge REGGIANI
Jacques PRÉVERT (Paroles, 1945)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/ruedeseine.mp3
Saltimbanques,Guillaume APOLLINAIRE,https://wheatoncollege.edu/vive-voix/titres//saltimbanques/,"A Louis Dumur.
Dans la plaine les baladins
S’éloignent au long des jardins
Devant l’huis des auberges grises
Par les villages sans églises
Et les enfants s’en vont devant
Les autres suivent en rêvant
Chaque arbre fruitier se résigne
Quand de très loin ils lui font signe
Ils ont des poids ronds ou carrés
Des tambours, des cerceaux dorés
L’ours et le singe animaux sages
Quêtent des sous sur leur passage
dit par François PÉRIER
Guillaume APOLLINAIRE (Alcools, 1913)
© 1920 Éditions Gallimard
",https://wheatoncollege.edu/wp-content/uploads/2011/01/saltimbanques.mp3
Sans amour,Jacques BREL,https://wheatoncollege.edu/vive-voix/titres//sans-amour/,"Sans amour, sans amour,
Sans amour à venir,
Sans amour, sans amour,
Qu’est-ce que vivre veut dire ?
J’ai le vide au coeur,
Le vide au corps,
Sans amour, sans amour,
A quoi me sert ?
Sans amour, sans amour,
De vivre encore?
Sans amour, sans amour,
Sur les ramblas,
Etre fils de roi,
Cueillir des filles,
S’offrir l’enfer?
Mais suis comme toi
Fils de misère,
Et des ramblas,
Y en a guère
Dans La Mancha
Sans amour, sans amour,
Sans amour à venir,
Sans amour, sans amour,
Qu’est-ce que vivre veut dire ?
Je vis sans fleurs,
Je vis sans fleuves,
Sans amour, sans amour,
Les hommes pleurent,
Sans amour, sans amour,
Les femmes pleuvent,
Sans amour, sans amour,
Sans amour, sans amour.
dit par Daniel LANG (atelier “NOGARA”)
Jacques BREL
",https://wheatoncollege.edu/wp-content/uploads/2011/01/sansamour.mp3
"Sculpteur, cherche avec soin…",Théodore de BANVILLE,https://wheatoncollege.edu/vive-voix/titres//sculpteur-cherche-avec-soin/,"Sculpteur, cherche avec soin, en attendant l’extase,
Un marbre sans défaut pour en faire un beau vase ;
Cherche longtemps sa forme et n’y retrace pas
D’amours mystérieux ni de divins combats.
Pas d’Héraklès vainqueur du monstre de Némée,
Ni de Cypris naissant sur la mer embaumée ;
Pas de Titans vaincus dans leurs rebellions,
Ni de riant Bacchos attelant les lions
Avec un frein tressé de pampres et de vignes ;
Pas de Léda jouant dans la troupe des cygnes
Sous l’ombre des lauriers en fleurs, ni d’Artémis
Surprise au sein des eaux dans sa blancheur de lys.
Qu’autour du vase pur, trop beau pour la Bacchante,
La verveine mêlée à des feuilles d’acanthe
Fleurisse, et que plus bas des vierges lentement
S’avancent deux à deux, d’un pas sûr et charmant,
Les bras pendant le long de leurs tuniques droites
Et les cheveux tressés sur leurs têtes étroites.
dit par Peter MARQUIS
Théodore de BANVILLE (Stalactites, 1846)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/sculpteur.mp3
Sensation,Arthur RIMBAUD,https://wheatoncollege.edu/vive-voix/titres//sensation/,"Par les soirs bleus d’été, j’irai dans les sentiers,
Picoté par les blés, fouler l’herbe menue :
Rêveur, j’en sentirai la fraîcheur à mes pieds.
Je laisserai le vent baigner ma tête nue.
Je ne parlerai pas, je ne penserai rien :
Mais l’amour infini me montera dans l’âme,
Et j’irai loin, bien loin, comme un bohémien,
Par la Nature, — heureux comme avec une femme.
dit par Gilles-Claude THERIAULT
Arthur RIMBAUD (Les Cahiers de Doaui, 1870)
",https://wheatoncollege.edu/wp-content/uploads/2012/01/sensation.mp3
Les Séparés,Marceline DESBORDES-VALMORE,https://wheatoncollege.edu/vive-voix/titres//les-spars/,"N’écris pas, je suis triste et je voudrais m’éteindre.
Les beaux étés sans toi, c’est la nuit sans flambeau.
J’ai refermé mes bras qui ne peuvent t’atteindre,
Et frapper à mon coeur, c’est frapper au tombeau,
   N’écris pas !
N’écris pas. N’apprenons qu’à mourir à nous-mêmes.
Ne demande qu’à Dieu … qu’à toi, si je t’aimais !
Au fond de ton absence écouter que tu m’aimes,
C’est entendre le ciel sans y monter jamais.
   N’écris pas !
N’écris pas. Je te crains; j’ai peur de ma mémoire:
Elle a gardé ta voix qui m’appelle souvent.
Ne montre pas l’eau vive à qui ne peut la boire.
Une chère écriture est un portrait vivant.
   N’écris pas !
N’écris pas ces doux mots que je n’ose plus lire,
Il semble que ta voix les répand sur mon coeur;
Que je les vois brûler à travers ton sourire;
Il semble qu’un baiser les empreint sur mon coeur.
   N’écris pas !
dit par Gilles-Claude THERIAULT
Marceline DESBORDES-VALMORE (Poésies inédites, 1860)
",https://wheatoncollege.edu/wp-content/uploads/2012/05/separes.mp3
“Ses purs ongles très haut…”,Stéphane MALLARMÉ,https://wheatoncollege.edu/vive-voix/titres//ses-purs-ongles-trs-haut/,"Ses purs ongles très haut dédiant leur onyx,
L’Angoisse, ce minuit, soutient, lampadophore,
Maint rêve vespéral brûlé par le Phénix
Que ne recueille pas de cinéraire amphore
Sur les crédences, au salon vide : nul ptyx,
Aboli bibelot d’inanité sonore
(Car le Maître est allé puiser des pleurs au Styx
Avec ce seul objet dont le Néant s’honore.)
Mais proche la croisée au nord vacante, un or
Agonise selon peut-être le décor
Des licornes ruant du feu contre une nixe,
Elle, défunte nue en le miroir, encor
Que, dans l’oubli fermé par le cadre, se fixe
De scintillations sitôt le septuor.
dit par Peter MARQUIS
Stéphane MALLARMÉ (Vers et prose, 1893)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/sespursongles.mp3
Seleute Suy..,Christine de PISAN,https://wheatoncollege.edu/vive-voix/titres/https://wheatoncollege.edu/seleute-suy/,"Seulete suy et seulete veuil estre,
Seulete m’a mon doulz ami laissiée ;
Seulete suy, sanz compaignon ne maistre,
Seulete suy, dolente et courrouciée,
Seulete suy en languour mésaisée,
Seulete suy plus que nulle esgarée,
Seulete suy sanz ami demourée.
Seulete suy à huis ou à fenestre,
Seulete suy en un anglet muciée,
Seulete suy pour moi de plours repaistre,
Seulete suy, dolente ou apaisiée,
Seulete suy, riens n’est qui tant messiée,
Seulete suy en ma chambre enserrée,
Seulete suy sanz ami demourée.
Seulete suy partout et en tout estre,
Seulete suy, ou je voise ou je siée,
Seulete suy, plus qu’autre riens terrestre,
Seulete suy de chascun délaissiée,
Seulete suy durement abaissiée,
Seulete suy souvent toute éplourée,
Seulete suy sans ami demourée.
Princes, or est ma doulour commenciée :
Seulete suy de tout deuil menaciée,
Seulete suy plus teinte que morée,
Seulete suy sanz ami demourée.
dit par Renée FAURE
Christine de PISAN
",https://wheatoncollege.edu/wp-content/uploads/2011/01/seulettesuis.mp3
SI JE MOURAIS LÀ-BAS…,Guillaume APOLLINAIRE,https://wheatoncollege.edu/vive-voix/titres//si-je-mourais-lbas/,"Si je mourais là-bas sur le front de l’armée
Tu pleurerais un jour ô Lou ma bien-aimée
Et puis mon souvenir s’éteindrait comme meurt
Un obus éclatant sur le front de l’armée
Un bel obus semblable aux mimosas en fleur
Et puis ce souvenir éclaté dans l’espace
Couvrirait de mon sang le monde tout entier
La mer les monts les vals et l’étoile qui passe
Les soleils merveilleux mûrissant dans l’espace
Comme font les fruits d’or autour de Baratier
Souvenir oublié vivant dans toutes choses
Je rougirais le bout de tes jolis seins roses
Je rougirais ta bouche et tes cheveux sanglants
Tu ne vieillirais point toutes ces belles choses
Rajeuniraient toujours pour leurs destins galants
Le fatal giclement de mon sang sur le monde
Donnerait au soleil plus de vive clarté
Aux fleurs plus de couleur plus de vitesse à l’onde
Un amour inouï descendrait sur le monde
L’amant serait plus fort dans ton corps écarté
Lou si je meurs là-bas souvenir qu’on oublie
— Souviens-t’en quelquefois aux instants de folie
De jeunesse et d’amour et d’éclatante ardeur —
Mon sang c’est la fontaine ardente du bonheur
Et sois la plus heureuse étant la plus jolie
Ô mon unique amour et ma grande folie
30 janv. 1915,
Nîmes.
a nuit descend
n y pressent
n long destin de sang
dit par Jacques DUBY
dit par Jean MICALLEF
Guillaume APOLLINAIRE (Poèmes à Lou, 1947)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/sijemourais.mp3
Les Soeurs de charité,Arthur RIMBAUD,https://wheatoncollege.edu/vive-voix/titres//les-soeurs-de-charit/,"Le jeune homme dont l’oeil est brillant, la peau brune,
Le beau corps de vingt ans qui devrait aller nu,
Et qu’eût, le front cerclé de cuivre, sous la lune
Adoré, dans la Perse, un Génie inconnu,
Impétueux avec des douceurs virginales
Et noires, fier de ses premiers entêtements,
Pareil aux jeunes mers, pleurs de nuits estivales,
Qui se retournent sur des lits de diamants ;
Le jeune homme, devant les laideurs de ce monde
Tressaille dans son coeur largement irrité,
Et plein de la blessure éternelle et profonde,
Se prend à désirer sa soeur de charité.
Mais, ô Femme, monceau d’entrailles, pitié douce,
Tu n’es jamais la Soeur de charité, jamais,
Ni regard noir, ni ventre où dort une ombre rousse,
Ni doigts légers, ni seins splendidement formés.
Aveugle irréveillée aux immenses prunelles,
Tout notre embrassement n’est qu’une question :
C’est toi qui pends à nous, porteuse de mamelles,
Nous te berçons, charmante et grave Passion.
Tes haines, tes torpeurs fixes, tes défaillances,
Et les brutalités souffertes autrefois,
Tu nous rends tout, ô Nuit pourtant sans malveillances,
Comme un excès de sang épanché tous les mois.
–Quand la femme, portée un instant, l’épouvante,
Amour, appel de vie et chanson d’action,
Viennent la Muse verte et la Justice ardente
Le déchirer de leur auguste obsession.
Ah ! sans cesse altéré des splendeurs et des calmes,
Délaissé des deux Soeurs implacables, geignant
Avec tendresse après la science aux bras almes,
Il porte à la nature en fleur son front saignant.
Mais la noire alchimie et les saintes études
Répugnent au blessé, sombre savant d’orgueil ;
Il sent marcher sur lui d’atroces solitudes.
Alors, et toujours beau, sans dégoût du cercueil,
Qu’il croie aux vastes fins, Rêves ou Promenades
Immenses, à travers les nuits de Vérité,
Et t’appelle en son âme et ses membres malades,
O Mort mystérieuse, ô soeur de charité.
Juin 1871
dit par Stéphane REITMAN
Arthur RIMBAUD (Poésies, 1870-1872)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/soeursdecharite.mp3
Soir de carnaval,Jules LAFORGUE,https://wheatoncollege.edu/vive-voix/titres//soir-de-carnaval/," 
Paris chahute au gaz. L’horloge comme un glas
Sonne une heure. Chantez! dansez! la vie est brève,
Tout est vain, — et, là-haut, voyez, la Lune rêve
Aussi froide qu’aux temps où l’Homme n’était pas.
 
Ah! quel destin banal ! Tout miroite et puis passe,
Nous leurrant d’infini par le Vrai, par l’Amour;
Et nous irons ainsi, jusqu’à ce qu’à son tour
La terre crève aux cieux, sans laisser nulle trace.
 
Où réveiller l’écho de tous ces cris, ces pleurs,
Ces fanfares d’orgueil que l’Histoire nous nomme,
Babylone, Memphis, Bénarès, Thèbes, Rome,
Ruines où le vent sème aujourd’hui des fleurs ?
 
Et moi, combien de jours me reste-t-il à vivre ?
Et je me jette à terre, et je crie et frémis
Devant les siècles d’or pour jamais endormis
Dans le néant sans cœur dont nul dieu ne délivre!
 
Et voici que j’entends, dans la paix de la nuit,
Un pas sonore, un chant mélancolique et bête
D’ouvrier ivre-mort qui revient de la fête
Et regagne au hasard quelque ignoble réduit.
 
Oh! la vie est trop triste, incurablement triste!
Aux fêtes d’ici-bas, j’ai toujours sangloté :
« Vanité, vanité, tout n’est que vanité! »
— Puis je songeais : où sont les cendres du Psalmiste?
dit par Pierre FRESNAY
Jules LAFORGUE (Oeuvres complètes)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/soirdecarnaval.mp3
Soleils couchants,Paul VERLAINE,https://wheatoncollege.edu/vive-voix/titres/https://wheatoncollege.edu/soleils-couchants/,"Une aube affaiblie
Verse par les champs
La mélancolie
Des soleils couchants.
La mélancolie
Berce de doux chants
Mon coeur qui s’oublie
Aux soleils couchants.
Et d’étranges rêves
Comme des soleils
Couchants sur les grèves,
Fantômes vermeils,
Défilent sans trêves,
Défilent, pareils
À des grands soleils
Couchants sur les grèves.
dit par Jean-Claude PASCAL
Paul VERLAINE (Poèmes saturniens, 1866)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/soleilscouchants.mp3
Le songe d’Athalie,Jean RACINE,https://wheatoncollege.edu/vive-voix/titres/https://wheatoncollege.edu/le-songe-dathalie/,"C’était pendant l’horreur d’une profonde nuit.
Ma mère Jézabel devant moi s’est montrée,
Comme au jour de sa mort pompeusement parée.
Ses malheurs n’avaient point abattu sa fierté.
Même elle avait encor cet éclat emprunté,
Dont elle eut soin de peindre et d’orner son visage,
Pour réparer des ans l’irréparable outrage.
Tremble, m’a-t-elle dit, fille digne de moi.
Le cruel Dieu des Juifs l’emporte aussi sur toi.
Je te plains de tomber dans ses mains redoutables,
Ma fille. En achevant ces mots épouvantables,
Son ombre vers mon lit a paru se baisser.
Et moi, je lui tendais les mains pour l’embrasser.
Mais je n’ai plus trouvé qu’un horrible mélange
D’os et de chairs meurtris, et traînés dans la fange,
Des lambeaux pleins de sang, et des membres affreux,
Que des chiens dévorants se disputaient entre eux.
dit par Gilles-Claude THERIAULT
Jean RACINEAthalie, 1691)
",https://wheatoncollege.edu/wp-content/uploads/2012/05/athalie.mp3
Sonnet à Hélène (“Quand vous serez bien vieille…”,Pierre de RONSARD,https://wheatoncollege.edu/vive-voix/titres//sonnet-hlne-quand-vous-serez-bien-vieille/,"Quand vous serez bien vieille, au soir à la chandelle,
Assise aupres du feu, devidant et filant,
Direz, chantant mes vers, en vous esmerveillant:
« Ronsard me celebroit du temps que j’estois belle ! »
Lors vous n’aurez servante oyant telle nouvelle,
Desja sous le labeur à demy sommeillant,
Qui au bruit de Ronsard ne s’aille resveillant,
Benissant vostre nom de louange immortelle.
Je seray sous la terre, et fantaume sans os ;
Par les ombres Myrtheux je prendray mon repos.
Vous serez au fouyer une vieille accroupie,
Regrettant mon amour, et vostre fier desdain.
Vivez, si m’en croyez, n’attendez à demain :
Cueillez dés aujourd’huy les roses de la vie.
dit par Olivia BAUDOIN
Pierre de RONSARD (Sonets pour Hélène, 1578)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/sonnetahelene.mp3
